Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,Transport_share,Waste Bag Size_share,Waste Bag Weekly Count_share,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport,season,area_total_emission,area_emissions_list
overweight,female,omnivore,daily,wood,0.0,never,233,never,16,0.0,5,21,9,6,No,"['Glass', 'Metal']",['Microwave'],1281,Other,Mumbai,India,5.0,0.0,0.0,1.0,25,3,42,17,1499,127,Sion,"Vehicular, Construction",748.75,647.25,893.7,829.32,449.68,1446.08,Winter,5014.78,"750,400"
overweight,female,vegetarian,twice a day,electricity,0.0,often,214,very frequently,4586,0.0,5,12,34,19,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4457,Finance,Mumbai,India,5.0,0.0,0.0,1.0,24,7,1,2,1168,117,Malad West,"Residential, Construction",1018.71,537.75,1156.98,645.07,342.92,1751.75,Summer,5453.18,"850,400"
obese,female,omnivore,less frequently,coal,0.0,sometimes,164,rarely,523,0.0,1,4,1,24,Sometimes,['Plastic'],"['Oven', 'Microwave']",1491,Other,Navi Mumbai,India,1.0,0.0,0.0,1.0,28,0,39,15,1558,78,Ghansoli,"Residential, Industrial",778.71,428.53,1155.78,541.55,313.36,0.0,Winter,3217.93,"700,1000"
obese,male,omnivore,twice a day,electricity,0.0,never,276,never,4424,0.0,4,11,23,8,Yes,"['Paper', 'Glass']",['Stove'],3306,Finance,Mumbai,India,4.0,0.0,0.0,1.0,14,5,21,0,1805,20,Worli,"Vehicular, Construction",780.26,664.85,1031.38,770.11,429.38,1724.12,Summer,5400.1,"750,400"
overweight,male,pescatarian,daily,wood,0.0,never,169,never,56,0.0,4,23,26,13,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1728,Other,Mumbai,India,4.0,0.0,0.0,1.0,0,1,10,0,631,75,Worli,"Vehicular, Construction",753.76,547.53,915.85,913.3,370.99,2018.88,Winter,5520.31,"750,400"
normal,female,vegetarian,less frequently,coal,0.0,never,268,frequently,1040,0.0,4,18,2,2,Sometimes,['Metal'],"['Stove', 'Microwave']",1737,Engineering,Mumbai,India,4.0,0.0,0.0,1.0,24,1,58,18,856,37,Chembur,"Industrial, Vehicular",731.06,635.26,1422.36,792.18,419.21,1536.66,Winter,5536.73,"1200,750"
underweight,male,vegetarian,twice a day,wood,0.0,often,291,very frequently,75,0.0,7,18,9,19,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2642,Operations,Mumbai,India,7.0,0.0,0.0,1.0,6,3,11,5,1082,108,Goregaon,"Residential, Construction",930.35,638.87,1181.15,623.4,453.84,1784.6,Winter,5612.21,"850,400"
overweight,male,vegetarian,twice a day,natural gas,0.0,often,75,never,3212,0.0,2,20,48,20,No,"['Glass', 'Metal']","['Stove', 'Microwave']",2590,Sales,Navi Mumbai,India,2.0,0.0,0.0,1.0,8,2,18,10,306,74,Koparkhairane,"Residential, Industrial",825.04,391.92,1040.59,505.09,321.4,0.0,Winter,3084.04,"700,1000"
normal,female,vegetarian,less frequently,electricity,0.0,often,53,never,1,0.0,7,15,0,14,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",941,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,23,0,19,6,1239,66,Kharghar,"Residential, Construction",709.31,499.16,793.46,493.86,383.26,0.0,Monsoon,2879.05,"700,350"
underweight,male,vegetarian,twice a day,wood,0.0,never,186,very frequently,14,0.0,2,14,31,8,Sometimes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",2351,Student,Mumbai,India,2.0,0.0,0.0,1.0,0,1,54,2,778,123,Worli,"Vehicular, Construction",685.85,666.11,978.82,772.19,497.91,2133.07,Summer,5733.95,"750,400"
underweight,male,pescatarian,daily,wood,0.0,never,201,rarely,70,0.0,4,19,18,20,Yes,[],"['Microwave', 'Grill', 'Airfryer']",1555,Student,Mumbai,India,4.0,0.0,0.0,1.0,7,1,8,5,1990,40,Sion,"Vehicular, Construction",865.18,463.15,1007.73,786.92,453.86,1577.65,Monsoon,5154.49,"750,400"
obese,female,vegan,twice a day,electricity,0.0,never,70,very frequently,1591,0.0,6,20,17,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2545,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,23,0,42,0,384,119,Ghansoli,"Residential, Industrial",748.36,465.87,1042.78,537.96,326.33,0.0,Monsoon,3121.3,"700,1000"
underweight,female,pescatarian,more frequently,electricity,0.0,often,224,rarely,1145,0.0,1,7,37,9,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1174,Operations,Mumbai,India,1.0,0.0,0.0,1.0,10,0,57,7,1911,29,Andheri (Airport area),"Vehicular, Corporate, Airport",745.96,773.0,1046.88,769.55,318.79,2446.35,Post-Monsoon,6100.53,"750,650,2000"
obese,male,omnivore,twice a day,electricity,0.0,often,241,frequently,34,0.0,5,24,15,10,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2719,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,16,3,17,13,1037,103,CBD Belapur,"Corporate, Vehicular",633.88,542.06,782.12,743.41,345.16,0.0,Monsoon,3046.63,"500,600"
obese,female,pescatarian,twice a day,electricity,0.0,sometimes,160,frequently,345,0.0,7,6,34,23,Sometimes,['Glass'],"['Oven', 'Grill', 'Airfryer']",2746,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,7,3,40,3,1970,72,Turbhe,"Industrial, Vehicular",614.63,437.02,984.31,718.52,341.67,0.0,Monsoon,3096.15,"1000,600"
underweight,female,vegetarian,more frequently,electricity,0.0,never,141,frequently,265,0.0,1,22,47,11,Yes,"['Plastic', 'Metal']",[],1389,Operations,Mumbai,India,1.0,0.0,0.0,1.0,34,4,46,3,195,146,Mazgaon,"Vehicular, Residential",918.32,483.22,1017.86,805.35,330.01,1710.78,Monsoon,5265.54,"750,850"
obese,male,omnivore,daily,wood,0.0,sometimes,238,rarely,3624,0.0,5,18,32,4,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",3122,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,34,2,53,15,1647,49,Turbhe,"Industrial, Vehicular",700.02,464.6,1062.78,612.93,313.52,0.0,Post-Monsoon,3153.85,"1000,600"
underweight,male,vegan,more frequently,natural gas,0.0,never,104,frequently,535,0.0,6,11,8,22,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",2073,Other,Mumbai,India,6.0,0.0,0.0,1.0,32,1,17,10,923,112,Worli,"Vehicular, Construction",791.41,589.52,1148.89,808.11,516.2,1590.69,Summer,5444.82,"750,400"
overweight,female,pescatarian,more frequently,wood,0.0,sometimes,54,never,879,0.0,3,11,46,19,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1536,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,4,1,39,6,982,74,Vashi,"Corporate, Residential, Vehicular",698.24,564.82,919.41,687.41,337.46,0.0,Monsoon,3207.34,"500,700,600"
overweight,male,pescatarian,daily,electricity,0.0,often,54,never,69,0.0,5,12,17,21,Sometimes,['Paper'],['Microwave'],1026,Sales,Navi Mumbai,India,5.0,0.0,0.0,1.0,38,3,35,0,1903,84,Kharghar,"Residential, Construction",797.76,395.09,959.92,472.61,457.97,0.0,Monsoon,3083.35,"700,350"
underweight,female,vegetarian,twice a day,wood,0.0,never,236,rarely,1713,0.0,3,15,41,22,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1489,Finance,Mumbai,India,3.0,0.0,0.0,1.0,27,2,26,8,1688,40,Andheri (Airport area),"Vehicular, Corporate, Airport",808.32,736.73,1140.73,854.14,364.21,2343.55,Winter,6247.68,"750,650,2000"
overweight,female,vegan,daily,wood,0.0,never,152,rarely,62,0.0,3,12,21,5,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],1133,Finance,Mumbai,India,3.0,0.0,0.0,1.0,6,2,12,5,1733,26,Sion,"Vehicular, Construction",752.36,532.64,967.92,773.73,466.6,1536.56,Winter,5029.81,"750,400"
underweight,female,omnivore,daily,electricity,0.0,sometimes,59,frequently,1214,0.0,4,8,40,20,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1638,Finance,Navi Mumbai,India,4.0,0.0,0.0,1.0,8,2,46,12,609,63,Taloja,"Industrial, Construction",608.47,460.76,1098.62,470.33,373.26,0.0,Summer,3011.44,"1000,350"
overweight,male,omnivore,more frequently,natural gas,0.0,never,110,rarely,1438,0.0,4,16,26,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1751,Sales,Mumbai,India,4.0,0.0,0.0,1.0,7,2,7,11,1387,87,Worli,"Vehicular, Construction",753.53,596.01,1190.95,796.26,410.49,1805.48,Winter,5552.72,"750,400"
underweight,female,pescatarian,more frequently,natural gas,0.0,sometimes,271,rarely,60,0.0,2,12,10,5,Yes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1040,Finance,Navi Mumbai,India,2.0,0.0,0.0,1.0,11,0,47,18,925,122,Vashi,"Corporate, Residential, Vehicular",700.65,613.86,929.85,695.31,319.12,0.0,Winter,3258.79,"500,700,600"
underweight,female,vegan,less frequently,natural gas,0.0,never,75,very frequently,78,0.0,5,4,44,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2093,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,33,1,42,16,1915,117,Kharghar,"Residential, Construction",775.57,434.9,1005.04,599.37,441.22,0.0,Winter,3256.1,"700,350"
normal,female,pescatarian,less frequently,natural gas,0.0,never,267,very frequently,1033,0.0,5,14,47,17,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2893,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,32,1,22,0,160,21,Turbhe,"Industrial, Vehicular",605.9,415.75,1030.45,665.86,300.94,0.0,Summer,3018.9,"1000,600"
normal,female,pescatarian,more frequently,wood,0.0,often,58,rarely,54,0.0,4,5,9,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1070,Operations,Mumbai,India,4.0,0.0,0.0,1.0,22,0,54,8,1252,120,Mazgaon,"Vehicular, Residential",960.61,469.01,1193.69,788.49,275.44,1905.86,Monsoon,5593.1,"750,850"
overweight,male,vegetarian,less frequently,electricity,0.0,never,210,rarely,284,0.0,5,11,2,3,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1174,Other,Mumbai,India,5.0,0.0,0.0,1.0,23,3,58,7,188,66,Sion,"Vehicular, Construction",692.07,633.45,1089.44,789.58,397.0,1741.15,Summer,5342.69,"750,400"
underweight,male,omnivore,twice a day,wood,0.0,often,161,never,759,0.0,4,17,17,22,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1790,Operations,Mumbai,India,4.0,0.0,0.0,1.0,36,4,12,1,1201,119,Chembur,"Industrial, Vehicular",740.96,560.33,1342.6,886.47,421.1,1679.79,Summer,5631.25,"1200,750"
normal,male,pescatarian,more frequently,natural gas,0.0,never,99,very frequently,9346,0.0,1,20,14,2,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4401,Student,Navi Mumbai,India,1.0,0.0,0.0,1.0,34,1,6,17,1863,46,CBD Belapur,"Corporate, Vehicular",641.92,540.31,820.02,657.38,369.14,0.0,Summer,3028.77,"500,600"
obese,male,vegetarian,daily,coal,0.0,sometimes,279,rarely,3142,0.0,7,1,14,9,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",2802,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,39,5,49,3,169,55,Turbhe,"Industrial, Vehicular",585.28,492.16,1137.31,634.12,256.4,0.0,Monsoon,3105.27,"1000,600"
overweight,male,vegetarian,twice a day,wood,0.0,often,80,never,1230,0.0,1,16,18,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1107,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,21,0,39,0,784,102,Koparkhairane,"Residential, Industrial",744.02,349.95,1113.1,488.59,329.07,0.0,Winter,3024.73,"700,1000"
underweight,female,vegetarian,twice a day,natural gas,0.0,sometimes,285,frequently,465,0.0,6,15,46,5,Yes,['Metal'],"['Grill', 'Airfryer']",1854,Operations,Mumbai,India,6.0,0.0,0.0,1.0,26,2,1,11,492,117,Borivali,"Residential, Vehicular",909.5,629.47,1054.64,826.24,316.16,1872.61,Winter,5608.62,"850,750"
underweight,female,pescatarian,daily,coal,0.0,often,75,rarely,1995,0.0,3,12,0,22,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1183,Operations,Mumbai,India,3.0,0.0,0.0,1.0,34,0,2,15,723,99,Bandra Kurla Complex,Corporate,722.68,635.91,1043.11,571.93,306.18,1896.41,Monsoon,5176.22,650
normal,male,vegan,more frequently,natural gas,0.0,never,268,very frequently,88,0.0,5,17,26,9,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2778,Operations,Mumbai,India,5.0,0.0,0.0,1.0,0,7,41,17,1508,70,Chembur,"Industrial, Vehicular",717.72,549.51,1506.21,857.74,305.23,1769.94,Summer,5706.35,"1200,750"
obese,female,omnivore,twice a day,coal,0.0,sometimes,79,rarely,7030,0.0,1,16,47,1,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2072,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,34,4,38,4,1580,105,Malad West,"Residential, Construction",949.6,648.85,854.22,667.11,378.69,2013.34,Summer,5511.81,"850,400"
overweight,male,vegan,daily,wood,0.0,sometimes,295,very frequently,5981,0.0,7,1,15,19,Yes,[],[],4529,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,36,1,22,15,1275,21,Kharghar,"Residential, Construction",769.98,410.95,851.84,503.12,321.51,0.0,Winter,2857.4,"700,350"
underweight,female,pescatarian,daily,natural gas,0.0,never,65,never,770,0.0,4,18,23,6,No,['Paper'],"['Grill', 'Airfryer']",952,Engineering,Mumbai,India,4.0,0.0,0.0,1.0,13,0,59,8,1695,36,Mazgaon,"Vehicular, Residential",1009.0,545.55,1037.85,856.35,300.75,1711.63,Winter,5461.13,"750,850"
overweight,male,vegetarian,more frequently,coal,0.0,never,187,never,1740,0.0,1,15,3,8,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",1077,Other,Navi Mumbai,India,1.0,0.0,0.0,1.0,2,1,6,8,1354,42,Kharghar,"Residential, Construction",705.58,396.29,767.08,545.5,362.35,0.0,Winter,2776.8,"700,350"
overweight,female,omnivore,daily,electricity,0.0,never,114,frequently,38,0.0,2,8,33,5,No,['Paper'],"['Oven', 'Microwave']",1694,Operations,Navi Mumbai,India,2.0,0.0,0.0,1.0,0,2,3,1,565,65,CBD Belapur,"Corporate, Vehicular",573.43,551.83,1012.42,585.51,280.24,0.0,Monsoon,3003.43,"500,600"
normal,female,omnivore,more frequently,wood,0.0,sometimes,106,rarely,992,0.0,3,20,39,13,Sometimes,[],['Stove'],1734,Other,Mumbai,India,3.0,0.0,0.0,1.0,4,4,52,13,1121,73,Worli,"Vehicular, Construction",739.58,646.86,1146.83,748.02,410.22,1923.3,Summer,5614.81,"750,400"
overweight,female,pescatarian,daily,wood,0.0,often,227,rarely,638,0.0,4,20,19,17,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1781,Student,Mumbai,India,4.0,0.0,0.0,1.0,25,1,54,10,531,32,Chembur,"Industrial, Vehicular",761.08,567.9,1459.4,815.45,274.0,1546.66,Winter,5424.49,"1200,750"
overweight,female,pescatarian,more frequently,coal,0.0,often,268,never,39,0.0,1,9,2,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1005,Operations,Navi Mumbai,India,1.0,0.0,0.0,1.0,13,0,7,1,1034,90,Koparkhairane,"Residential, Industrial",824.98,413.61,1098.06,612.08,294.72,0.0,Winter,3243.45,"700,1000"
overweight,female,vegetarian,less frequently,wood,0.0,sometimes,194,rarely,7666,0.0,6,6,40,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",4102,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,38,2,31,15,373,34,Vashi,"Corporate, Residential, Vehicular",768.26,551.97,857.33,632.58,256.84,0.0,Winter,3066.98,"500,700,600"
normal,female,pescatarian,more frequently,wood,0.0,often,187,rarely,80,0.0,4,11,31,20,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1964,Operations,Navi Mumbai,India,4.0,0.0,0.0,1.0,26,1,18,18,1228,81,Vashi,"Corporate, Residential, Vehicular",791.39,508.93,881.47,730.46,334.65,0.0,Winter,3246.9,"500,700,600"
normal,male,omnivore,daily,natural gas,0.0,often,125,very frequently,2747,0.0,6,16,18,22,Sometimes,[],['Stove'],3961,Student,Navi Mumbai,India,6.0,0.0,0.0,1.0,8,2,53,12,1471,89,Turbhe,"Industrial, Vehicular",608.71,455.17,1067.06,608.92,295.48,0.0,Winter,3035.34,"1000,600"
overweight,male,omnivore,twice a day,coal,0.0,sometimes,264,very frequently,13,0.0,4,15,42,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",3824,Student,Navi Mumbai,India,4.0,0.0,0.0,1.0,14,0,11,16,1431,90,Turbhe,"Industrial, Vehicular",676.59,434.5,1017.03,659.62,305.04,0.0,Winter,3092.78,"1000,600"
underweight,male,vegetarian,daily,natural gas,0.0,sometimes,220,never,325,0.0,2,22,26,9,Yes,[],"['Stove', 'Oven', 'Microwave']",1421,Other,Mumbai,India,2.0,0.0,0.0,1.0,14,0,56,0,1381,40,Andheri (Airport area),"Vehicular, Corporate, Airport",673.98,775.24,1144.12,925.37,296.77,2434.87,Monsoon,6250.35,"750,650,2000"
overweight,female,omnivore,twice a day,coal,0.0,never,141,frequently,14,0.0,2,13,26,3,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1786,Finance,Navi Mumbai,India,2.0,0.0,0.0,1.0,25,0,9,18,1480,73,Koparkhairane,"Residential, Industrial",737.62,440.07,1217.83,505.6,286.31,0.0,Winter,3187.43,"700,1000"
obese,male,omnivore,daily,electricity,0.0,often,204,very frequently,8360,0.0,2,0,12,2,Sometimes,"['Paper', 'Glass']",['Oven'],5691,Sales,Mumbai,India,2.0,0.0,0.0,1.0,12,1,13,15,332,140,Sion,"Vehicular, Construction",825.01,513.16,1054.56,825.41,452.36,1827.94,Monsoon,5498.44,"750,400"
overweight,male,vegetarian,daily,wood,0.0,sometimes,199,very frequently,554,0.0,7,1,27,7,No,"['Paper', 'Plastic']",['Stove'],2805,Finance,Mumbai,India,7.0,0.0,0.0,1.0,31,2,26,12,1287,30,Goregaon,"Residential, Construction",913.43,564.2,914.78,601.58,363.37,1844.99,Winter,5202.35,"850,400"
normal,female,vegan,more frequently,electricity,0.0,never,281,rarely,406,0.0,7,1,20,6,Sometimes,"['Plastic', 'Glass', 'Metal']",['Microwave'],1425,Operations,Mumbai,India,7.0,0.0,0.0,1.0,38,4,43,18,1427,144,Sion,"Vehicular, Construction",744.23,633.19,1072.03,780.03,455.41,1837.29,Monsoon,5522.18,"750,400"
normal,male,vegan,daily,electricity,0.0,often,90,never,861,0.0,5,17,18,13,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1350,Sales,Mumbai,India,5.0,0.0,0.0,1.0,31,3,20,2,984,91,Mazgaon,"Vehicular, Residential",949.27,589.42,1231.78,735.44,370.72,1937.95,Monsoon,5814.58,"750,850"
obese,female,vegan,less frequently,electricity,0.0,sometimes,60,very frequently,178,0.0,1,14,35,11,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",2342,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,3,4,19,2,955,128,Vashi,"Corporate, Residential, Vehicular",771.62,520.02,925.97,606.95,338.46,0.0,Monsoon,3163.02,"500,700,600"
obese,male,omnivore,daily,wood,0.0,often,127,very frequently,1300,0.0,3,9,41,0,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3671,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,29,5,56,0,902,46,Turbhe,"Industrial, Vehicular",674.27,516.92,1222.65,627.18,322.18,0.0,Summer,3363.2,"1000,600"
normal,male,pescatarian,less frequently,wood,0.0,sometimes,271,rarely,28,0.0,4,8,23,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1516,Student,Navi Mumbai,India,4.0,0.0,0.0,1.0,36,0,3,2,809,112,Nerul,"Residential, Corporate, Construction",857.94,580.65,850.47,500.97,328.71,0.0,Summer,3118.74,"700,500,350"
obese,male,omnivore,daily,coal,0.0,sometimes,221,very frequently,1024,0.0,3,17,1,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],3116,Operations,Mumbai,India,3.0,0.0,0.0,1.0,22,3,18,15,948,52,Worli,"Vehicular, Construction",770.84,656.51,873.5,813.41,373.84,2146.93,Winter,5635.03,"750,400"
normal,female,vegetarian,twice a day,natural gas,0.0,sometimes,284,frequently,225,0.0,3,1,0,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1246,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,38,2,28,7,1729,24,Borivali,"Residential, Vehicular",857.74,470.09,981.37,891.52,342.64,1964.13,Monsoon,5507.49,"850,750"
underweight,male,vegan,twice a day,electricity,0.0,sometimes,236,very frequently,15,0.0,2,1,37,1,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2209,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,14,1,6,15,1750,28,CBD Belapur,"Corporate, Vehicular",700.81,506.98,818.23,710.88,345.81,0.0,Monsoon,3082.71,"500,600"
underweight,male,pescatarian,twice a day,electricity,0.0,often,121,very frequently,61,0.0,2,2,37,14,Yes,['Plastic'],['Oven'],2462,Student,Mumbai,India,2.0,0.0,0.0,1.0,28,1,52,12,1195,113,Bandra Kurla Complex,Corporate,683.23,760.47,984.83,644.64,388.09,1621.3,Monsoon,5082.56,650
overweight,male,omnivore,more frequently,wood,0.0,often,212,very frequently,58,0.0,1,23,48,14,Sometimes,"['Paper', 'Glass']",[],3235,Engineering,Navi Mumbai,India,1.0,0.0,0.0,1.0,35,1,32,12,1971,137,Ghansoli,"Residential, Industrial",773.16,466.19,1094.79,478.41,309.61,0.0,Monsoon,3122.16,"700,1000"
obese,male,omnivore,more frequently,natural gas,0.0,sometimes,105,never,67,0.0,1,18,28,20,No,['Glass'],"['Stove', 'Microwave']",1599,Finance,Mumbai,India,1.0,0.0,0.0,1.0,12,4,7,10,1929,108,Worli,"Vehicular, Construction",702.04,649.53,1149.32,779.48,470.08,1803.99,Summer,5554.44,"750,400"
obese,male,vegetarian,less frequently,natural gas,0.0,often,246,frequently,65,0.0,4,7,45,10,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",2501,Finance,Mumbai,India,4.0,0.0,0.0,1.0,31,5,10,3,253,122,Chembur,"Industrial, Vehicular",805.08,557.19,1434.36,799.64,390.79,1884.15,Monsoon,5871.21,"1200,750"
normal,female,pescatarian,more frequently,coal,0.0,never,259,frequently,1690,0.0,3,24,8,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1755,Finance,Mumbai,India,3.0,0.0,0.0,1.0,6,0,32,3,1410,93,Worli,"Vehicular, Construction",738.7,478.15,1129.21,867.47,366.51,1557.43,Winter,5137.47,"750,400"
obese,male,omnivore,more frequently,electricity,0.0,often,253,rarely,825,0.0,4,21,8,15,No,['Glass'],['Oven'],1950,Finance,Mumbai,India,4.0,0.0,0.0,1.0,21,2,24,14,353,144,Andheri (Airport area),"Vehicular, Corporate, Airport",721.81,818.16,1043.13,801.51,274.62,2076.75,Summer,5735.98,"750,650,2000"
overweight,male,omnivore,twice a day,wood,0.0,often,124,very frequently,10,0.0,1,23,34,18,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3065,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,27,2,32,3,791,67,CBD Belapur,"Corporate, Vehicular",639.49,482.94,963.68,698.29,333.17,0.0,Winter,3117.57,"500,600"
underweight,female,pescatarian,less frequently,coal,0.0,often,287,very frequently,203,0.0,5,17,10,11,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2179,Sales,Mumbai,India,5.0,0.0,0.0,1.0,1,5,35,7,1567,102,Malad West,"Residential, Construction",886.68,552.64,1024.38,608.78,353.94,1669.28,Summer,5095.7,"850,400"
normal,female,omnivore,more frequently,electricity,0.0,often,68,very frequently,8502,0.0,4,17,40,8,Sometimes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",3499,Student,Mumbai,India,4.0,0.0,0.0,1.0,5,0,25,1,107,30,Goregaon,"Residential, Construction",915.74,643.77,1155.99,731.32,524.98,1908.4,Monsoon,5880.2,"850,400"
normal,female,pescatarian,more frequently,coal,0.0,never,169,frequently,35,0.0,7,9,43,2,Yes,"['Plastic', 'Metal']",['Oven'],1874,Operations,Mumbai,India,7.0,0.0,0.0,1.0,27,0,35,14,1312,149,Mazgaon,"Vehicular, Residential",832.18,564.21,1037.67,858.52,266.44,2036.54,Monsoon,5595.56,"750,850"
normal,male,vegan,more frequently,wood,0.0,never,98,rarely,455,0.0,6,15,23,23,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],1740,Sales,Mumbai,India,6.0,0.0,0.0,1.0,27,4,10,13,134,26,Borivali,"Residential, Vehicular",1045.49,616.71,983.47,874.93,319.88,1608.14,Summer,5448.62,"850,750"
