Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport,season,area_total_emission,area_emissions_list
obese,female,vegan,twice a day,electricity,never,70,very frequently,1591,6,20,17,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2545,Finance,Navi Mumbai,India,245.0,23,0,42,0,384,119,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
underweight,female,pescatarian,more frequently,electricity,often,224,rarely,1145,1,7,37,9,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1174,Operations,Mumbai,India,1.0,10,0,57,7,1911,29,Andheri (Airport area),"Vehicular, Corporate, Airport",745.96,773.0,1046.88,769.55,318.79,2446.35,Post-Monsoon,6100.53,"750,650,2000"
obese,male,omnivore,twice a day,electricity,often,241,frequently,34,5,24,15,10,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2719,Student,Navi Mumbai,India,205.0,16,3,17,13,1037,103,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Monsoon,205.0,"500,600"
obese,female,pescatarian,twice a day,electricity,sometimes,160,frequently,345,7,6,34,23,Sometimes,['Glass'],"['Oven', 'Grill', 'Airfryer']",2746,Operations,Navi Mumbai,India,265.0,7,3,40,3,1970,72,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Monsoon,265.0,"1000,600"
underweight,female,vegetarian,more frequently,electricity,never,141,frequently,265,1,22,47,11,Yes,"['Plastic', 'Metal']",[],1389,Operations,Mumbai,India,235.0,34,4,46,3,195,146,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
obese,male,omnivore,daily,wood,sometimes,238,rarely,3624,5,18,32,4,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",3122,Other,Navi Mumbai,India,265.0,34,2,53,15,1647,49,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Post-Monsoon,265.0,"1000,600"
underweight,male,vegan,more frequently,natural gas,never,104,frequently,535,6,11,8,22,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",2073,Other,Mumbai,India,225.0,32,1,17,10,923,112,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Summer,225.0,"750,400"
overweight,female,pescatarian,more frequently,wood,sometimes,54,never,879,3,11,46,19,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1536,Other,Navi Mumbai,India,235.0,4,1,39,6,982,74,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Monsoon,235.0,"500,700,600"
overweight,male,pescatarian,daily,electricity,often,54,never,69,5,12,17,21,Sometimes,['Paper'],['Microwave'],1026,Sales,Navi Mumbai,India,240.0,38,3,35,0,1903,84,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Monsoon,240.00000000000003,"700,350"
underweight,female,vegetarian,twice a day,wood,never,236,rarely,1713,3,15,41,22,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1489,Finance,Mumbai,India,3.0,27,2,26,8,1688,40,Andheri (Airport area),"Vehicular, Corporate, Airport",808.32,736.73,1140.73,854.14,364.21,2343.55,Winter,6247.68,"750,650,2000"
overweight,female,vegan,daily,wood,never,152,rarely,62,3,12,21,5,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],1133,Finance,Mumbai,India,240.0,6,2,12,5,1733,26,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Winter,240.0,"750,400"
underweight,female,omnivore,daily,electricity,sometimes,59,frequently,1214,4,8,40,20,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1638,Finance,Navi Mumbai,India,285.0,8,2,46,12,609,63,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Summer,285.0,"1000,350"
overweight,male,omnivore,more frequently,natural gas,never,110,rarely,1438,4,16,26,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1751,Sales,Mumbai,India,225.0,7,2,7,11,1387,87,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Winter,225.0,"750,400"
underweight,female,pescatarian,more frequently,natural gas,sometimes,271,rarely,60,2,12,10,5,Yes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1040,Finance,Navi Mumbai,India,235.0,11,0,47,18,925,122,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Winter,235.0,"500,700,600"
underweight,female,vegan,less frequently,natural gas,never,75,very frequently,78,5,4,44,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2093,Engineering,Navi Mumbai,India,240.0,33,1,42,16,1915,117,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
normal,female,pescatarian,less frequently,natural gas,never,267,very frequently,1033,5,14,47,17,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2893,Engineering,Navi Mumbai,India,265.0,32,1,22,0,160,21,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Summer,265.0,"1000,600"
normal,female,pescatarian,more frequently,wood,often,58,rarely,54,4,5,9,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1070,Operations,Mumbai,India,235.0,22,0,54,8,1252,120,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
overweight,male,vegetarian,less frequently,electricity,never,210,rarely,284,5,11,2,3,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1174,Other,Mumbai,India,240.0,23,3,58,7,188,66,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Summer,240.0,"750,400"
underweight,male,omnivore,twice a day,wood,often,161,never,759,4,17,17,22,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1790,Operations,Mumbai,India,255.0,36,4,12,1,1201,119,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Summer,255.0,"1200,750"
normal,male,pescatarian,more frequently,natural gas,never,99,very frequently,9346,1,20,14,2,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4401,Student,Navi Mumbai,India,205.0,34,1,6,17,1863,46,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Summer,205.0,"500,600"
obese,male,vegetarian,daily,coal,sometimes,279,rarely,3142,7,1,14,9,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",2802,Other,Navi Mumbai,India,265.0,39,5,49,3,169,55,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Monsoon,265.0,"1000,600"
overweight,male,vegetarian,twice a day,wood,often,80,never,1230,1,16,18,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1107,Sales,Navi Mumbai,India,230.0,21,0,39,0,784,102,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Winter,230.0,"700,1000"
underweight,female,vegetarian,twice a day,natural gas,sometimes,285,frequently,465,6,15,46,5,Yes,['Metal'],"['Grill', 'Airfryer']",1854,Operations,Mumbai,India,210.0,26,2,1,11,492,117,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Winter,210.0,"850,750"
underweight,female,pescatarian,daily,coal,often,75,rarely,1995,3,12,0,22,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1183,Operations,Mumbai,India,240.0,34,0,2,15,723,99,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Monsoon,240.00000000000003,650
normal,male,vegan,more frequently,natural gas,never,268,very frequently,88,5,17,26,9,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2778,Operations,Mumbai,India,255.0,0,7,41,17,1508,70,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Summer,255.0,"1200,750"
obese,female,omnivore,twice a day,coal,sometimes,79,rarely,7030,1,16,47,1,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2072,Engineering,Mumbai,India,225.0,34,4,38,4,1580,105,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Summer,225.0,"850,400"
overweight,male,vegan,daily,wood,sometimes,295,very frequently,5981,7,1,15,19,Yes,[],[],4529,Finance,Navi Mumbai,India,240.0,36,1,22,15,1275,21,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
underweight,female,pescatarian,daily,natural gas,never,65,never,770,4,18,23,6,No,['Paper'],"['Grill', 'Airfryer']",952,Engineering,Mumbai,India,235.0,13,0,59,8,1695,36,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Winter,235.0,"750,850"
overweight,male,vegetarian,more frequently,coal,never,187,never,1740,1,15,3,8,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",1077,Other,Navi Mumbai,India,240.0,2,1,6,8,1354,42,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
overweight,female,omnivore,daily,electricity,never,114,frequently,38,2,8,33,5,No,['Paper'],"['Oven', 'Microwave']",1694,Operations,Navi Mumbai,India,205.0,0,2,3,1,565,65,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Monsoon,205.0,"500,600"
normal,female,omnivore,more frequently,wood,sometimes,106,rarely,992,3,20,39,13,Sometimes,[],['Stove'],1734,Other,Mumbai,India,225.0,4,4,52,13,1121,73,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Summer,225.0,"750,400"
overweight,female,pescatarian,daily,wood,often,227,rarely,638,4,20,19,17,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1781,Student,Mumbai,India,255.0,25,1,54,10,531,32,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Winter,255.0,"1200,750"
overweight,female,pescatarian,more frequently,coal,often,268,never,39,1,9,2,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1005,Operations,Navi Mumbai,India,230.0,13,0,7,1,1034,90,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Winter,230.0,"700,1000"
overweight,female,vegetarian,less frequently,wood,sometimes,194,rarely,7666,6,6,40,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",4102,Finance,Navi Mumbai,India,235.0,38,2,31,15,373,34,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Winter,235.0,"500,700,600"
normal,female,pescatarian,more frequently,wood,often,187,rarely,80,4,11,31,20,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1964,Operations,Navi Mumbai,India,235.0,26,1,18,18,1228,81,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Winter,235.0,"500,700,600"
normal,male,omnivore,daily,natural gas,often,125,very frequently,2747,6,16,18,22,Sometimes,[],['Stove'],3961,Student,Navi Mumbai,India,265.0,8,2,53,12,1471,89,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Winter,265.0,"1000,600"
overweight,male,omnivore,twice a day,coal,sometimes,264,very frequently,13,4,15,42,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",3824,Student,Navi Mumbai,India,265.0,14,0,11,16,1431,90,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Winter,265.0,"1000,600"
underweight,male,vegetarian,daily,natural gas,sometimes,220,never,325,2,22,26,9,Yes,[],"['Stove', 'Oven', 'Microwave']",1421,Other,Mumbai,India,2.0,14,0,56,0,1381,40,Andheri (Airport area),"Vehicular, Corporate, Airport",673.98,775.24,1144.12,925.37,296.77,2434.87,Monsoon,6250.35,"750,650,2000"
overweight,female,omnivore,twice a day,coal,never,141,frequently,14,2,13,26,3,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1786,Finance,Navi Mumbai,India,230.0,25,0,9,18,1480,73,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Winter,230.0,"700,1000"
obese,male,omnivore,daily,electricity,often,204,very frequently,8360,2,0,12,2,Sometimes,"['Paper', 'Glass']",['Oven'],5691,Sales,Mumbai,India,240.0,12,1,13,15,332,140,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Monsoon,240.0,"750,400"
overweight,male,vegetarian,daily,wood,sometimes,199,very frequently,554,7,1,27,7,No,"['Paper', 'Plastic']",['Stove'],2805,Finance,Mumbai,India,230.0,31,2,26,12,1287,30,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Winter,230.0,"850,400"
normal,female,vegan,more frequently,electricity,never,281,rarely,406,7,1,20,6,Sometimes,"['Plastic', 'Glass', 'Metal']",['Microwave'],1425,Operations,Mumbai,India,240.0,38,4,43,18,1427,144,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Monsoon,240.0,"750,400"
normal,male,vegan,daily,electricity,often,90,never,861,5,17,18,13,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1350,Sales,Mumbai,India,235.0,31,3,20,2,984,91,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
obese,female,vegan,less frequently,electricity,sometimes,60,very frequently,178,1,14,35,11,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",2342,Sales,Navi Mumbai,India,235.0,3,4,19,2,955,128,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Monsoon,235.0,"500,700,600"
obese,male,omnivore,daily,wood,often,127,very frequently,1300,3,9,41,0,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3671,Other,Navi Mumbai,India,265.0,29,5,56,0,902,46,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Summer,265.0,"1000,600"
normal,male,pescatarian,less frequently,wood,sometimes,271,rarely,28,4,8,23,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1516,Student,Navi Mumbai,India,230.0,36,0,3,2,809,112,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Summer,230.0,"700,500,350"
obese,male,omnivore,daily,coal,sometimes,221,very frequently,1024,3,17,1,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],3116,Operations,Mumbai,India,225.0,22,3,18,15,948,52,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Winter,225.0,"750,400"
normal,female,vegetarian,twice a day,natural gas,sometimes,284,frequently,225,3,1,0,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1246,Engineering,Mumbai,India,210.0,38,2,28,7,1729,24,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Monsoon,210.0,"850,750"
underweight,male,vegan,twice a day,electricity,sometimes,236,very frequently,15,2,1,37,1,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2209,Other,Navi Mumbai,India,205.0,14,1,6,15,1750,28,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Monsoon,205.0,"500,600"
underweight,male,pescatarian,twice a day,electricity,often,121,very frequently,61,2,2,37,14,Yes,['Plastic'],['Oven'],2462,Student,Mumbai,India,240.0,28,1,52,12,1195,113,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Monsoon,240.00000000000003,650
overweight,male,omnivore,more frequently,wood,often,212,very frequently,58,1,23,48,14,Sometimes,"['Paper', 'Glass']",[],3235,Engineering,Navi Mumbai,India,245.0,35,1,32,12,1971,137,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
obese,male,omnivore,more frequently,natural gas,sometimes,105,never,67,1,18,28,20,No,['Glass'],"['Stove', 'Microwave']",1599,Finance,Mumbai,India,225.0,12,4,7,10,1929,108,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Summer,225.0,"750,400"
obese,male,vegetarian,less frequently,natural gas,often,246,frequently,65,4,7,45,10,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",2501,Finance,Mumbai,India,255.0,31,5,10,3,253,122,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Monsoon,255.0,"1200,750"
normal,female,pescatarian,more frequently,coal,never,259,frequently,1690,3,24,8,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1755,Finance,Mumbai,India,225.0,6,0,32,3,1410,93,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Winter,225.0,"750,400"
obese,male,omnivore,more frequently,electricity,often,253,rarely,825,4,21,8,15,No,['Glass'],['Oven'],1950,Finance,Mumbai,India,4.0,21,2,24,14,353,144,Andheri (Airport area),"Vehicular, Corporate, Airport",721.81,818.16,1043.13,801.51,274.62,2076.75,Summer,5735.98,"750,650,2000"
overweight,male,omnivore,twice a day,wood,often,124,very frequently,10,1,23,34,18,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3065,Sales,Navi Mumbai,India,205.0,27,2,32,3,791,67,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Winter,205.0,"500,600"
underweight,female,pescatarian,less frequently,coal,often,287,very frequently,203,5,17,10,11,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2179,Sales,Mumbai,India,225.0,1,5,35,7,1567,102,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Summer,225.0,"850,400"
normal,female,omnivore,more frequently,electricity,often,68,very frequently,8502,4,17,40,8,Sometimes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",3499,Student,Mumbai,India,230.0,5,0,25,1,107,30,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Monsoon,230.0,"850,400"
normal,female,pescatarian,more frequently,coal,never,169,frequently,35,7,9,43,2,Yes,"['Plastic', 'Metal']",['Oven'],1874,Operations,Mumbai,India,235.0,27,0,35,14,1312,149,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
normal,male,vegan,more frequently,wood,never,98,rarely,455,6,15,23,23,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],1740,Sales,Mumbai,India,210.0,27,4,10,13,134,26,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Summer,210.0,"850,750"
normal,female,vegetarian,daily,wood,often,239,very frequently,5562,7,4,15,11,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",3969,Other,Navi Mumbai,India,245.0,19,3,29,1,901,124,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Summer,245.0,"700,1000"
normal,female,vegan,daily,coal,sometimes,239,frequently,3626,4,22,34,0,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2313,Finance,Mumbai,India,4.0,29,2,56,2,1261,76,Andheri (Airport area),"Vehicular, Corporate, Airport",745.36,775.65,942.89,877.35,326.4,2172.3,Summer,5839.95,"750,650,2000"
obese,female,vegan,twice a day,electricity,sometimes,65,very frequently,5498,7,8,18,13,No,['Glass'],"['Grill', 'Airfryer']",4658,Operations,Navi Mumbai,India,235.0,10,4,32,10,1803,50,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Monsoon,235.0,"500,700,600"
underweight,male,omnivore,twice a day,natural gas,sometimes,139,frequently,86,6,13,49,6,Sometimes,['Paper'],"['Grill', 'Airfryer']",2279,Operations,Navi Mumbai,India,235.0,27,1,9,6,1231,140,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Summer,235.0,"500,700,600"
overweight,male,vegan,more frequently,natural gas,often,118,never,28,3,6,46,23,Yes,['Metal'],"['Oven', 'Microwave']",2017,Engineering,Navi Mumbai,India,230.0,24,1,28,15,1431,100,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Winter,230.0,"700,500,350"
obese,male,omnivore,daily,natural gas,never,221,never,5608,1,4,12,9,Sometimes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1236,Other,Navi Mumbai,India,205.0,38,1,24,6,239,98,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Winter,205.0,"500,600"
obese,male,vegetarian,twice a day,wood,sometimes,84,frequently,4191,7,0,29,24,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",4492,Other,Navi Mumbai,India,230.0,32,1,31,10,1484,113,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Winter,230.0,"700,1000"
normal,female,vegan,twice a day,electricity,never,297,rarely,705,6,5,34,7,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1690,Finance,Navi Mumbai,India,225.0,0,1,3,1,254,114,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Summer,225.0,"700,500"
underweight,male,vegan,less frequently,natural gas,never,185,very frequently,7955,6,12,13,8,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",5687,Engineering,Mumbai,India,255.0,26,3,54,7,758,28,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Summer,255.0,"1200,750"
underweight,female,vegetarian,daily,coal,never,99,frequently,4776,5,1,21,23,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3263,Engineering,Navi Mumbai,India,230.0,12,1,56,6,412,28,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Summer,230.0,"700,1000"
normal,female,vegetarian,twice a day,coal,never,95,very frequently,2439,3,4,9,1,No,['Paper'],['Microwave'],2799,Other,Navi Mumbai,India,230.0,2,2,58,5,1341,132,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Winter,230.0,"700,1000"
obese,male,pescatarian,daily,coal,never,215,rarely,24,7,5,11,19,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",2575,Finance,Navi Mumbai,India,240.0,38,2,38,15,665,141,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
normal,male,vegetarian,more frequently,electricity,sometimes,114,never,516,6,7,6,1,Sometimes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",806,Finance,Navi Mumbai,India,240.0,5,1,33,10,1650,149,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
obese,male,vegetarian,more frequently,electricity,never,202,rarely,99,2,7,31,7,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1170,Other,Mumbai,India,240.0,7,6,21,2,1346,127,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Monsoon,240.00000000000003,650
normal,female,omnivore,more frequently,natural gas,never,234,rarely,5688,7,17,21,3,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2171,Other,Navi Mumbai,India,205.0,26,2,12,17,1489,105,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Winter,205.0,"500,600"
