Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,Transport_share,Waste Bag Size_share,Waste Bag Weekly Count_share,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport
obese,female,pescatarian,twice a day,electricity,0.0,sometimes,160,frequently,345,0.0,7,6,34,23,Sometimes,['Glass'],"['Oven', 'Grill', 'Airfryer']",2746,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,7,3,40,3,1970,72,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
underweight,female,vegetarian,more frequently,electricity,0.0,never,141,frequently,265,0.0,1,22,47,11,Yes,"['Plastic', 'Metal']",[],1389,Operations,Mumbai,India,1.0,0.0,0.0,1.0,34,4,46,3,195,146,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
obese,male,omnivore,daily,wood,0.0,sometimes,238,rarely,3624,0.0,5,18,32,4,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",3122,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,34,2,53,15,1647,49,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
underweight,male,vegan,more frequently,natural gas,0.0,never,104,frequently,535,0.0,6,11,8,22,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",2073,Other,Mumbai,India,6.0,0.0,0.0,1.0,32,1,17,10,923,112,Worli,"Vehicular, Construction",0,0,0,1,1,0
overweight,female,pescatarian,more frequently,wood,0.0,sometimes,54,never,879,0.0,3,11,46,19,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1536,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,4,1,39,6,982,74,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
overweight,male,pescatarian,daily,electricity,0.0,often,54,never,69,0.0,5,12,17,21,Sometimes,['Paper'],['Microwave'],1026,Sales,Navi Mumbai,India,5.0,0.0,0.0,1.0,38,3,35,0,1903,84,Kharghar,"Residential, Construction",1,0,0,0,1,0
underweight,female,vegetarian,twice a day,wood,0.0,never,236,rarely,1713,0.0,3,15,41,22,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1489,Finance,Mumbai,India,3.0,0.0,0.0,1.0,27,2,26,8,1688,40,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
overweight,female,vegan,daily,wood,0.0,never,152,rarely,62,0.0,3,12,21,5,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],1133,Finance,Mumbai,India,3.0,0.0,0.0,1.0,6,2,12,5,1733,26,Sion,"Vehicular, Construction",0,0,0,1,1,0
underweight,female,omnivore,daily,electricity,0.0,sometimes,59,frequently,1214,0.0,4,8,40,20,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1638,Finance,Navi Mumbai,India,4.0,0.0,0.0,1.0,8,2,46,12,609,63,Taloja,"Industrial, Construction",0,0,1,0,1,0
overweight,male,omnivore,more frequently,natural gas,0.0,never,110,rarely,1438,0.0,4,16,26,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1751,Sales,Mumbai,India,4.0,0.0,0.0,1.0,7,2,7,11,1387,87,Worli,"Vehicular, Construction",0,0,0,1,1,0
underweight,female,pescatarian,more frequently,natural gas,0.0,sometimes,271,rarely,60,0.0,2,12,10,5,Yes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1040,Finance,Navi Mumbai,India,2.0,0.0,0.0,1.0,11,0,47,18,925,122,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,female,vegan,less frequently,natural gas,0.0,never,75,very frequently,78,0.0,5,4,44,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2093,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,33,1,42,16,1915,117,Kharghar,"Residential, Construction",1,0,0,0,1,0
normal,female,pescatarian,less frequently,natural gas,0.0,never,267,very frequently,1033,0.0,5,14,47,17,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2893,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,32,1,22,0,160,21,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
normal,female,pescatarian,more frequently,wood,0.0,often,58,rarely,54,0.0,4,5,9,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1070,Operations,Mumbai,India,4.0,0.0,0.0,1.0,22,0,54,8,1252,120,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
overweight,male,vegetarian,less frequently,electricity,0.0,never,210,rarely,284,0.0,5,11,2,3,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1174,Other,Mumbai,India,5.0,0.0,0.0,1.0,23,3,58,7,188,66,Sion,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,omnivore,twice a day,wood,0.0,often,161,never,759,0.0,4,17,17,22,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1790,Operations,Mumbai,India,4.0,0.0,0.0,1.0,36,4,12,1,1201,119,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
normal,male,pescatarian,more frequently,natural gas,0.0,never,99,very frequently,9346,0.0,1,20,14,2,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4401,Student,Navi Mumbai,India,1.0,0.0,0.0,1.0,34,1,6,17,1863,46,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,male,vegetarian,daily,coal,0.0,sometimes,279,rarely,3142,0.0,7,1,14,9,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",2802,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,39,5,49,3,169,55,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
overweight,male,vegetarian,twice a day,wood,0.0,often,80,never,1230,0.0,1,16,18,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1107,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,21,0,39,0,784,102,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
underweight,female,vegetarian,twice a day,natural gas,0.0,sometimes,285,frequently,465,0.0,6,15,46,5,Yes,['Metal'],"['Grill', 'Airfryer']",1854,Operations,Mumbai,India,6.0,0.0,0.0,1.0,26,2,1,11,492,117,Borivali,"Residential, Vehicular",1,0,0,1,0,0
underweight,female,pescatarian,daily,coal,0.0,often,75,rarely,1995,0.0,3,12,0,22,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1183,Operations,Mumbai,India,3.0,0.0,0.0,1.0,34,0,2,15,723,99,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,male,vegan,more frequently,natural gas,0.0,never,268,very frequently,88,0.0,5,17,26,9,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2778,Operations,Mumbai,India,5.0,0.0,0.0,1.0,0,7,41,17,1508,70,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
obese,female,omnivore,twice a day,coal,0.0,sometimes,79,rarely,7030,0.0,1,16,47,1,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2072,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,34,4,38,4,1580,105,Malad West,"Residential, Construction",1,0,0,0,1,0
overweight,male,vegan,daily,wood,0.0,sometimes,295,very frequently,5981,0.0,7,1,15,19,Yes,[],[],4529,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,36,1,22,15,1275,21,Kharghar,"Residential, Construction",1,0,0,0,1,0
underweight,female,pescatarian,daily,natural gas,0.0,never,65,never,770,0.0,4,18,23,6,No,['Paper'],"['Grill', 'Airfryer']",952,Engineering,Mumbai,India,4.0,0.0,0.0,1.0,13,0,59,8,1695,36,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
overweight,male,vegetarian,more frequently,coal,0.0,never,187,never,1740,0.0,1,15,3,8,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",1077,Other,Navi Mumbai,India,1.0,0.0,0.0,1.0,2,1,6,8,1354,42,Kharghar,"Residential, Construction",1,0,0,0,1,0
overweight,female,omnivore,daily,electricity,0.0,never,114,frequently,38,0.0,2,8,33,5,No,['Paper'],"['Oven', 'Microwave']",1694,Operations,Navi Mumbai,India,2.0,0.0,0.0,1.0,0,2,3,1,565,65,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
normal,female,omnivore,more frequently,wood,0.0,sometimes,106,rarely,992,0.0,3,20,39,13,Sometimes,[],['Stove'],1734,Other,Mumbai,India,3.0,0.0,0.0,1.0,4,4,52,13,1121,73,Worli,"Vehicular, Construction",0,0,0,1,1,0
overweight,female,pescatarian,daily,wood,0.0,often,227,rarely,638,0.0,4,20,19,17,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1781,Student,Mumbai,India,4.0,0.0,0.0,1.0,25,1,54,10,531,32,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
overweight,female,pescatarian,more frequently,coal,0.0,often,268,never,39,0.0,1,9,2,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1005,Operations,Navi Mumbai,India,1.0,0.0,0.0,1.0,13,0,7,1,1034,90,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
overweight,female,vegetarian,less frequently,wood,0.0,sometimes,194,rarely,7666,0.0,6,6,40,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",4102,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,38,2,31,15,373,34,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
normal,female,pescatarian,more frequently,wood,0.0,often,187,rarely,80,0.0,4,11,31,20,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1964,Operations,Navi Mumbai,India,4.0,0.0,0.0,1.0,26,1,18,18,1228,81,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
normal,male,omnivore,daily,natural gas,0.0,often,125,very frequently,2747,0.0,6,16,18,22,Sometimes,[],['Stove'],3961,Student,Navi Mumbai,India,6.0,0.0,0.0,1.0,8,2,53,12,1471,89,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
overweight,male,omnivore,twice a day,coal,0.0,sometimes,264,very frequently,13,0.0,4,15,42,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",3824,Student,Navi Mumbai,India,4.0,0.0,0.0,1.0,14,0,11,16,1431,90,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
underweight,male,vegetarian,daily,natural gas,0.0,sometimes,220,never,325,0.0,2,22,26,9,Yes,[],"['Stove', 'Oven', 'Microwave']",1421,Other,Mumbai,India,2.0,0.0,0.0,1.0,14,0,56,0,1381,40,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
overweight,female,omnivore,twice a day,coal,0.0,never,141,frequently,14,0.0,2,13,26,3,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1786,Finance,Navi Mumbai,India,2.0,0.0,0.0,1.0,25,0,9,18,1480,73,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
obese,male,omnivore,daily,electricity,0.0,often,204,very frequently,8360,0.0,2,0,12,2,Sometimes,"['Paper', 'Glass']",['Oven'],5691,Sales,Mumbai,India,2.0,0.0,0.0,1.0,12,1,13,15,332,140,Sion,"Vehicular, Construction",0,0,0,1,1,0
overweight,male,vegetarian,daily,wood,0.0,sometimes,199,very frequently,554,0.0,7,1,27,7,No,"['Paper', 'Plastic']",['Stove'],2805,Finance,Mumbai,India,7.0,0.0,0.0,1.0,31,2,26,12,1287,30,Goregaon,"Residential, Construction",1,0,0,0,1,0
normal,female,vegan,more frequently,electricity,0.0,never,281,rarely,406,0.0,7,1,20,6,Sometimes,"['Plastic', 'Glass', 'Metal']",['Microwave'],1425,Operations,Mumbai,India,7.0,0.0,0.0,1.0,38,4,43,18,1427,144,Sion,"Vehicular, Construction",0,0,0,1,1,0
normal,male,vegan,daily,electricity,0.0,often,90,never,861,0.0,5,17,18,13,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1350,Sales,Mumbai,India,5.0,0.0,0.0,1.0,31,3,20,2,984,91,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
obese,female,vegan,less frequently,electricity,0.0,sometimes,60,very frequently,178,0.0,1,14,35,11,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",2342,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,3,4,19,2,955,128,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
obese,male,omnivore,daily,wood,0.0,often,127,very frequently,1300,0.0,3,9,41,0,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3671,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,29,5,56,0,902,46,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
normal,male,pescatarian,less frequently,wood,0.0,sometimes,271,rarely,28,0.0,4,8,23,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1516,Student,Navi Mumbai,India,4.0,0.0,0.0,1.0,36,0,3,2,809,112,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
obese,male,omnivore,daily,coal,0.0,sometimes,221,very frequently,1024,0.0,3,17,1,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],3116,Operations,Mumbai,India,3.0,0.0,0.0,1.0,22,3,18,15,948,52,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,female,vegetarian,twice a day,natural gas,0.0,sometimes,284,frequently,225,0.0,3,1,0,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1246,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,38,2,28,7,1729,24,Borivali,"Residential, Vehicular",1,0,0,1,0,0
underweight,male,vegan,twice a day,electricity,0.0,sometimes,236,very frequently,15,0.0,2,1,37,1,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2209,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,14,1,6,15,1750,28,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
underweight,male,pescatarian,twice a day,electricity,0.0,often,121,very frequently,61,0.0,2,2,37,14,Yes,['Plastic'],['Oven'],2462,Student,Mumbai,India,2.0,0.0,0.0,1.0,28,1,52,12,1195,113,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
overweight,male,omnivore,more frequently,wood,0.0,often,212,very frequently,58,0.0,1,23,48,14,Sometimes,"['Paper', 'Glass']",[],3235,Engineering,Navi Mumbai,India,1.0,0.0,0.0,1.0,35,1,32,12,1971,137,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
obese,male,omnivore,more frequently,natural gas,0.0,sometimes,105,never,67,0.0,1,18,28,20,No,['Glass'],"['Stove', 'Microwave']",1599,Finance,Mumbai,India,1.0,0.0,0.0,1.0,12,4,7,10,1929,108,Worli,"Vehicular, Construction",0,0,0,1,1,0
obese,male,vegetarian,less frequently,natural gas,0.0,often,246,frequently,65,0.0,4,7,45,10,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",2501,Finance,Mumbai,India,4.0,0.0,0.0,1.0,31,5,10,3,253,122,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
normal,female,pescatarian,more frequently,coal,0.0,never,259,frequently,1690,0.0,3,24,8,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1755,Finance,Mumbai,India,3.0,0.0,0.0,1.0,6,0,32,3,1410,93,Worli,"Vehicular, Construction",0,0,0,1,1,0
obese,male,omnivore,more frequently,electricity,0.0,often,253,rarely,825,0.0,4,21,8,15,No,['Glass'],['Oven'],1950,Finance,Mumbai,India,4.0,0.0,0.0,1.0,21,2,24,14,353,144,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
overweight,male,omnivore,twice a day,wood,0.0,often,124,very frequently,10,0.0,1,23,34,18,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3065,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,27,2,32,3,791,67,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
underweight,female,pescatarian,less frequently,coal,0.0,often,287,very frequently,203,0.0,5,17,10,11,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2179,Sales,Mumbai,India,5.0,0.0,0.0,1.0,1,5,35,7,1567,102,Malad West,"Residential, Construction",1,0,0,0,1,0
normal,female,omnivore,more frequently,electricity,0.0,often,68,very frequently,8502,0.0,4,17,40,8,Sometimes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",3499,Student,Mumbai,India,4.0,0.0,0.0,1.0,5,0,25,1,107,30,Goregaon,"Residential, Construction",1,0,0,0,1,0
normal,female,pescatarian,more frequently,coal,0.0,never,169,frequently,35,0.0,7,9,43,2,Yes,"['Plastic', 'Metal']",['Oven'],1874,Operations,Mumbai,India,7.0,0.0,0.0,1.0,27,0,35,14,1312,149,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
normal,male,vegan,more frequently,wood,0.0,never,98,rarely,455,0.0,6,15,23,23,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],1740,Sales,Mumbai,India,6.0,0.0,0.0,1.0,27,4,10,13,134,26,Borivali,"Residential, Vehicular",1,0,0,1,0,0
normal,female,vegetarian,daily,wood,0.0,often,239,very frequently,5562,0.0,7,4,15,11,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",3969,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,19,3,29,1,901,124,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
normal,female,vegan,daily,coal,0.0,sometimes,239,frequently,3626,0.0,4,22,34,0,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2313,Finance,Mumbai,India,4.0,0.0,0.0,1.0,29,2,56,2,1261,76,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
obese,female,vegan,twice a day,electricity,0.0,sometimes,65,very frequently,5498,0.0,7,8,18,13,No,['Glass'],"['Grill', 'Airfryer']",4658,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,10,4,32,10,1803,50,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,male,omnivore,twice a day,natural gas,0.0,sometimes,139,frequently,86,0.0,6,13,49,6,Sometimes,['Paper'],"['Grill', 'Airfryer']",2279,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,27,1,9,6,1231,140,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
overweight,male,vegan,more frequently,natural gas,0.0,often,118,never,28,0.0,3,6,46,23,Yes,['Metal'],"['Oven', 'Microwave']",2017,Engineering,Navi Mumbai,India,3.0,0.0,0.0,1.0,24,1,28,15,1431,100,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
obese,male,omnivore,daily,natural gas,0.0,never,221,never,5608,0.0,1,4,12,9,Sometimes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1236,Other,Navi Mumbai,India,1.0,0.0,0.0,1.0,38,1,24,6,239,98,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,male,vegetarian,twice a day,wood,0.0,sometimes,84,frequently,4191,0.0,7,0,29,24,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",4492,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,32,1,31,10,1484,113,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
normal,female,vegan,twice a day,electricity,0.0,never,297,rarely,705,0.0,6,5,34,7,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1690,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,0,1,3,1,254,114,Airoli,"Residential, Corporate",1,1,0,0,0,0
underweight,male,vegan,less frequently,natural gas,0.0,never,185,very frequently,7955,0.0,6,12,13,8,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",5687,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,26,3,54,7,758,28,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
underweight,female,vegetarian,daily,coal,0.0,never,99,frequently,4776,0.0,5,1,21,23,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3263,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,12,1,56,6,412,28,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
normal,female,vegetarian,twice a day,coal,0.0,never,95,very frequently,2439,0.0,3,4,9,1,No,['Paper'],['Microwave'],2799,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,2,2,58,5,1341,132,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
obese,male,pescatarian,daily,coal,0.0,never,215,rarely,24,0.0,7,5,11,19,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",2575,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,38,2,38,15,665,141,Kharghar,"Residential, Construction",1,0,0,0,1,0
normal,male,vegetarian,more frequently,electricity,0.0,sometimes,114,never,516,0.0,6,7,6,1,Sometimes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",806,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,5,1,33,10,1650,149,Kharghar,"Residential, Construction",1,0,0,0,1,0
obese,male,vegetarian,more frequently,electricity,0.0,never,202,rarely,99,0.0,2,7,31,7,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1170,Other,Mumbai,India,2.0,0.0,0.0,1.0,7,6,21,2,1346,127,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,female,omnivore,more frequently,natural gas,0.0,never,234,rarely,5688,0.0,7,17,21,3,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2171,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,26,2,12,17,1489,105,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,male,vegan,twice a day,wood,0.0,never,260,rarely,7561,0.0,4,15,1,12,No,"['Paper', 'Plastic', 'Metal']",['Stove'],4359,Other,Mumbai,India,4.0,0.0,0.0,1.0,8,5,53,8,800,35,Borivali,"Residential, Vehicular",1,0,0,1,0,0
underweight,female,pescatarian,twice a day,natural gas,0.0,never,125,very frequently,2,0.0,6,8,42,0,No,['Glass'],"['Microwave', 'Grill', 'Airfryer']",2753,Student,Mumbai,India,6.0,0.0,0.0,1.0,36,3,50,16,501,21,Worli,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,omnivore,less frequently,electricity,0.0,often,274,frequently,1421,0.0,7,19,23,8,Sometimes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1979,Engineering,Mumbai,India,7.0,0.0,0.0,1.0,32,0,35,1,832,145,Borivali,"Residential, Vehicular",1,0,0,1,0,0
obese,male,pescatarian,daily,electricity,0.0,often,262,frequently,8682,0.0,6,2,49,12,No,['Glass'],"['Stove', 'Grill', 'Airfryer']",6776,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,23,0,5,9,1935,137,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
overweight,female,omnivore,twice a day,electricity,0.0,often,295,never,41,0.0,6,15,2,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1265,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,14,0,58,9,1470,147,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
normal,male,pescatarian,less frequently,electricity,0.0,sometimes,179,very frequently,3717,0.0,5,10,5,6,No,"['Paper', 'Plastic', 'Metal']",['Microwave'],2899,Sales,Mumbai,India,5.0,0.0,0.0,1.0,31,5,53,16,1993,62,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,male,vegetarian,twice a day,natural gas,0.0,sometimes,185,frequently,24,0.0,2,19,40,23,No,"['Plastic', 'Glass']",['Oven'],2368,Finance,Mumbai,India,2.0,0.0,0.0,1.0,31,2,16,7,483,82,Worli,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,vegan,daily,coal,0.0,sometimes,275,frequently,741,0.0,7,10,40,3,No,"['Paper', 'Plastic', 'Glass']",['Microwave'],2898,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,23,1,25,19,951,144,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
normal,male,pescatarian,less frequently,natural gas,0.0,sometimes,263,very frequently,12,0.0,6,13,12,15,Sometimes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2268,Sales,Navi Mumbai,India,6.0,0.0,0.0,1.0,11,0,23,5,760,38,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
overweight,male,pescatarian,twice a day,wood,0.0,sometimes,158,rarely,1532,0.0,6,17,4,8,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1404,Other,Mumbai,India,6.0,0.0,0.0,1.0,38,1,8,10,1920,42,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
underweight,male,vegetarian,daily,natural gas,0.0,never,66,frequently,24,0.0,1,6,28,8,Sometimes,"['Plastic', 'Glass']",[],1570,Finance,Mumbai,India,1.0,0.0,0.0,1.0,1,0,1,4,1230,127,Goregaon,"Residential, Construction",1,0,0,0,1,0
obese,female,vegetarian,more frequently,wood,0.0,never,187,frequently,2254,0.0,2,18,32,23,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",2393,Sales,Mumbai,India,2.0,0.0,0.0,1.0,2,1,19,9,882,38,Goregaon,"Residential, Construction",1,0,0,0,1,0
overweight,female,pescatarian,twice a day,wood,0.0,sometimes,273,very frequently,720,0.0,2,15,47,6,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",2902,Other,Mumbai,India,2.0,0.0,0.0,1.0,36,5,26,0,1465,147,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
normal,female,pescatarian,more frequently,wood,0.0,sometimes,232,rarely,1,0.0,2,4,4,1,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1218,Operations,Navi Mumbai,India,2.0,0.0,0.0,1.0,16,1,5,7,442,148,Kharghar,"Residential, Construction",1,0,0,0,1,0
obese,female,pescatarian,twice a day,coal,0.0,never,170,very frequently,4136,0.0,2,14,50,18,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4105,Other,Mumbai,India,2.0,0.0,0.0,1.0,1,0,49,3,1447,62,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
underweight,male,vegan,daily,electricity,0.0,sometimes,135,never,14,0.0,3,9,35,23,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1294,Other,Mumbai,India,3.0,0.0,0.0,1.0,1,5,26,6,1886,44,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
